row_key,ticker,fiscal_year,fiscal_year_end,confirmed_public_entry_date_jalali,confirmed_public_entry_date_gregorian,eligible_listing_stage123_proxy,verification_status,listed_by_fiscal_year_end_verified,eligible_listing_financial_verified,listing_eligibility_status_verified,days_listed_before_fiscal_year_end,eligibility_changed_vs_stage123_proxy,change_direction
پارس|1402,پارس,1402,1402-12-29,1397-04-20,2018-07-11,1,verified_user_confirmed,1,1,eligible_verified_public_entry,2078,0,unchanged_1
پی‌پاد|1395,پی‌پاد,1395,1395-12-30,1402-01-16,2023-04-05,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پی‌پاد|1396,پی‌پاد,1396,1396-12-29,1402-01-16,2023-04-05,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پی‌پاد|1397,پی‌پاد,1397,1397-12-29,1402-01-16,2023-04-05,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پی‌پاد|1398,پی‌پاد,1398,1398-12-29,1402-01-16,2023-04-05,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پی‌پاد|1399,پی‌پاد,1399,1399-12-30,1402-01-16,2023-04-05,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پی‌پاد|1400,پی‌پاد,1400,1400-12-29,1402-01-16,2023-04-05,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پی‌پاد|1401,پی‌پاد,1401,1401-09-30,1402-01-16,2023-04-05,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
پی‌پاد|1402,پی‌پاد,1402,1402-09-30,1402-01-16,2023-04-05,1,verified_user_confirmed,1,1,eligible_verified_public_entry,260,0,unchanged_1
سآبیک|1392,سآبیک,1392,1392-12-29,1401-02-28,2022-05-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
